category,description,title,price,original-price,review,No_of_review,id,sponsered,prime_tag,Deal_of_day,Amazon_choice,start_url
cup,"Galox Mr. & Mrs. Couple Mug Husband and Wife Mugs, Wedding Present Tea Cups Anniversary Gift for Couple and Parent and Grandparents, Wedding Gift for Friend",,749,"1,249","Get it by Saturday, May 21",,B09SDFQYRC,0,,,,https://www.amazon.in/s?k=cup
cup,"Farkraft Ceramics Milk Mug Set of 2 - Ceramic Tea Cups with Handle - Microwave and Dishwasher Safe, Perfect for Cup or Mug Lovers - Glossy Glaze, Multicolor",,349,999,3.9 out of 5 stars,18,lredirect/picassoRedirect.htm,1,,,,https://www.amazon.in/s?k=cup
cup,"Larah by Borosil Opalware Classic Cup and Saucer Set, 145ml, 12-Pieces, White, HT12CS14CSC1, HT12CS14CSC1",,575,,4.2 out of 5 stars,"2,926",lredirect/picassoRedirect.htm,1,Amazon Prime,,,https://www.amazon.in/s?k=cup
cup,"FnP CL Ceramic Tea and Coffee Cup - 6 Pieces, Glossy Golden, 150 ml",,375,499,4.1 out of 5 stars,"1,937",lredirect/picassoRedirect.htm,1,,,,https://www.amazon.in/s?k=cup
cup,Amzgear Insulated Travel Mug Coffee Cup with Leakproof Lid Vacuum Insulation Stainless Steel Reusable Flask for Hot Cold Coffee Water and Tea Thermal Mug with Non-Slip Protective Cover 510ml (Black),,799,"1,599",Only 2 left in stock.,,lredirect/picassoRedirect.htm,1,Amazon Prime,,,https://www.amazon.in/s?k=cup
cup,"Nirgun Empex Coffee Mug with Handle 410 ml ,1 Pcs Microwave Safe Borosilicate Glass Cup, Milk, Chocolate & Beverage, Mocha, Cappuccino, Tea and Water, Clear Drinking Cups",,239,"1,299",FREE Delivery,,B09YP14P9N,0,,,,https://www.amazon.in/s?k=cup
cup,"BLISSBORN Stoneware Set of Ceramic Pastel Colour Coffee Mugs Ceramic Can Shape Coffee Mug with Handle Tea Cups for Home, Office for Cold & Hot Beverages Multicolor Pack of 6",,599,"1,099","Get it by Saturday, May 21",,B09QJSGZ59,0,,,,https://www.amazon.in/s?k=cup
cup,Coffee Mug for Doctor - Ceramic White 11 oz Microwave Safe Coffee Cup Mug - Gift for Women,,289,599,5.0 out of 5 stars,1,B09JM63C63,0,,,,https://www.amazon.in/s?k=cup
cup,Arvesa Lawyer Mug BK-498 - Funny Ceramic Black 11 oz Microwave Safe Coffee Cup Mug Birthday Gift for Lawyer Gifts,,399,495,"Get it by Saturday, May 21",,B09QSV7VXV,0,,,,https://www.amazon.in/s?k=cup
cup,"Galox Unicorn Printed Coffee Mug with Spoon & Lid Pack of 1 Gift for Kids, Daughter, Son, Girlfriend, Husband, Wife, Boyfriend Tea Cup Best for Gifts Tea Cup",,499,899,"Get it by Saturday, May 21",,B09X79L3Q6,0,,,,https://www.amazon.in/s?k=cup
cup,"Data Nerd - Funny Ceramic White 11 oz Microwave Safe Coffee Cup Mug Birthday Gift for Geek, Computer Programmer, Coder, It Professional, Software Engineer",,289,499,"Get it by Saturday, May 21",,B095HYM4BN,0,,,,https://www.amazon.in/s?k=cup
cup,"ZOTZIT Glass Coffee Mugs, Latte Cups, Set of 2 Cappuccino and Hot Chocolate Mugs with Handle, Clear Glass Mugs for Hot Beverages, ( Irish Coffee Mug 220 ml )",,339,"1,360","Get it by Sunday, May 22",,B09X1S4VHP,0,,,,https://www.amazon.in/s?k=cup
cup,"World's Best Architect - Funny Ceramic White 11 oz Microwave Safe Coffee Cup Mug Birthday Gift for Architect Students, Friends, Brother, Sister, Mother, Father, Daughter, Boss, Colleagues",,289,499,5.0 out of 5 stars,1,B095HVZN9W,0,,,,https://www.amazon.in/s?k=cup
cup,"CodersParadise DAD Nutrition Facts - Funny Ceramic White 11 oz Microwave Safe Coffee Cup Mug for Daddy, Dad, Papa (Multi)",,289,499,4.1 out of 5 stars,14,B095HW9SRG,0,,,,https://www.amazon.in/s?k=cup
cup,Credly Portable Folding Stainless Steel Camping Water Mug Cup Glass (Silver),,399,899,"Get it by Tuesday, May 24",,B07VWJWL9N,0,,,,https://www.amazon.in/s?k=cup
cup,RADHIKA Store Coffee Tea Mug Cup Vintage Cup & Saucer Set Ceramic Tea Ceramic Mug with Spoon and Tray Breakfast Snacks Coffee Cup and Saucer Set Multicolor Pack of 1,,849,"1,699","Get it by Saturday, May 21",,B09Y3BVRLV,0,,,,https://www.amazon.in/s?k=cup
cup,My D SQUARE Place of Inspiration Happy Birthday Ceramic Coffee Mug Panda Motivational or Return Gifts for Kids Son Daughter Girls boy Friends Printed Milk Tea Mug Cup White 1 Piece 325 ml,,195,415,"Get it by Saturday, May 21",,B08GZNZF2X,0,,,,https://www.amazon.in/s?k=cup
cup,OANGO� Textprinted Ceramic Coffee/Tea/Milk Cup with Ceramic Spoon Ceramic Mug ||Pack of 2 Multicolor ||,,599,999,3.9 out of 5 stars,7,B08R8F5SNG,0,,,,https://www.amazon.in/s?k=cup
cup,"TYRUS ONE ""Mr and Mrs"" Couple Matching Coffee Mug, Pink &Grey Ceramic Mug with Handle Best Gifts Wedding/Anniversary/Couple/Marriage 2 Count (Pack of 1)",,899,"1,499",5.0 out of 5 stars,1,B09V5DS928,0,,,,https://www.amazon.in/s?k=cup
cup,Teen Baan Dhari Ceramic Peach and goma Printed Coffee Mug 350ml Pack of 2 (White),,248,599,3.6 out of 5 stars,18,B09DPVLJCC,0,,,,https://www.amazon.in/s?k=cup
cup,"The Rustic Store Drink Drank Drunk (White Mug with Pink Inside) Mug for Coffee,Tea,Milk and Cold Beverages 300ML…",,299,599,"Get it by Tuesday, May 24",,B09YXQ4JMW,0,,,,https://www.amazon.in/s?k=cup
cup,Shopsmeade Kawaii Ghibli Doodle Collector Edition Ceramic Mug with Electronic Education Record (Multicolor).,,199,499,4.6 out of 5 stars,6,B078FZ6VN7,0,,,,https://www.amazon.in/s?k=cup
cup,ARCHDECOME Handmade Ceramic Multi Color Coffee Cup Set / Tea Cup Set / 6 Cup Set / Round,,319,"1,299",3.3 out of 5 stars,961,B08WRSRKJY,0,,,,https://www.amazon.in/s?k=cup
cup,"Don't Worry BE { api } - Funny Ceramic White 11 oz Microwave Safe Coffee Cup Mug Birthday Gift for Programmer, Developer, Coder, Software Engineer",,289,499,"Get it by Saturday, May 21",,B095HX5Q93,0,,,,https://www.amazon.in/s?k=cup
cup,"BLISSart Thank You Gifts for Male Doctor, Men, Boy, Doctors Theme & Symbol Coffee Mugs/Tea Cups for Clinic (Single Piece, Black, 350ml)",,399,549,5.0 out of 5 stars,2,B08T68BML2,0,,,,https://www.amazon.in/s?k=cup
cup,"NGEL Panda Printed Glass Coffee Mug with Lid and Spoon, Glass Coffee Mugs, Transparent Glass Tea Cup(Print May Vary)-Pack of 1",,599,"1,199",5.0 out of 5 stars,2,B09G9Y53Q8,0,,,,https://www.amazon.in/s?k=cup
cup,"Gvnd Stainless Steel Vacuum Insulated Coffee Mug 500ML Insulated Coffee Cups Double Walled Travel Mug , Car Coffee Mug with Leak Proof Lid Reusable Thermal Cup for Hot Cold Drinks Coffee Tea (Black)",,593,899,"Get it by Sunday, May 22",,B09ZB857H7,0,,,,https://www.amazon.in/s?k=cup
cup,"EPEX Insulated Coffee Mug 2 pcs with Handle, Borosilicate Glass Coffee Cups and Tea Cups, Double Walled Glass Coffee Mugs for Women and Men 170ml (2)",,699,"3,299",4.2 out of 5 stars,36,B09QXL5KX2,0,,,,https://www.amazon.in/s?k=cup
cup,"Meldique Milk Mug Milk Glass Cup for Kids with Handle, Spill Proof Lid and Straw, Coffee Cup Mug Glass with Heat Resistance-2 Milk Mug",,449,790,3.8 out of 5 stars,34,B096QMGGB5,0,,,,https://www.amazon.in/s?k=cup
cup,"Glass Mug Unique Design Coffee Mugs with Lid Set of 2, Brewing Tea Glass Mugs with Big Handle, 350ml, Perfect for Americano, Latte, Cappuccinos, Lemon Tea, Green Tea and Beverage",,549,"1,199","Get it by Sunday, May 22",,B09494RT1V,0,,,,https://www.amazon.in/s?k=cup
cup,"Agabani Stainless Steel Coffee Mug Cup with Handle, Double Wall Vacuum Travel Mug, Tumbler Cup with Flip Lid (Gold, 500 ML)",,849,"1,499",4.0 out of 5 stars,1,B09HHQYHD6,0,,,,https://www.amazon.in/s?k=cup
cup,"Toygully Glassware Tea Cup - 6 Pieces, White, 70 ml",,325,699,4.2 out of 5 stars,"1,695",B071S35D88,0,,,,https://www.amazon.in/s?k=cup
cup,"KELVEE Random Design Glass Tumbler with Handle, Clear Lid with Scale Straw for Multiple Usage Set | Juice Cup | Baby Cup | Milk Mug | Measuring Drinking Cup, 350 ml, (Pack of 3)",,699,"1,299",4.0 out of 5 stars,2,B08WLDG6WJ,0,,,,https://www.amazon.in/s?k=cup
cup,Mahakal Lifestyle Mug with Straw and lid Coffee Cup Sipper Glass with Straw Mug with Straw Coffee Cup with lid Tumbler with Straw Glass Sipper with Straw (Coffee Mug 1pc),,299,899,"Get it by Sunday, May 22",,B09WKLW56P,0,,,,https://www.amazon.in/s?k=cup
cup,"lizepto Coffee Mug with Lid, 13oz/380ml Travel Mug Made of Stainless Steel with Double Wall Insulation 100% Leak Proof Lid Eco-Friendly Car Cup for Coffee,Tea and Beer (Multi Color)",,777,"1,299",1.0 out of 5 stars,1,B09MKYQL2T,0,,,,https://www.amazon.in/s?k=cup
cup,tgopit Coffee Mug 500ML Insulated Coffee Cups Double Walled Travel Mug Vacuum Insulation Stainless Steel Car Coffee Mug with Leakproof Lid Reusable Thermal Cup for Hot Cold Drinks Coffee Tea Beer,,645,"1,499","Get it by Saturday, May 21",,B09R1Z98JX,0,,,,https://www.amazon.in/s?k=cup
cup,"KHOLAD Random Printed Glass Mug with Silicone Straw and Lid -Measuring Scale Drinking Cup for Kids & Adults Perfect for Milk,Juice,Coffee (Set of 2, 350ml)",,499,"1,499",4.2 out of 5 stars,9,B09MKWSLWK,0,,,,https://www.amazon.in/s?k=cup
cup,"Amzgear Insulated Coffee Cup, Double Walled Travel Mug Vacuum Insulation Stainless Steel with Leakproof Lid Eco-Friendly Reusable Cup for Coffee,Tea and Beer |Travel Mug | Hot and Cold| (510 ml Black)",,799,"1,599",,,lredirect/picassoRedirect.htm,1,Amazon Prime,,,https://www.amazon.in/s?k=cup
cup,Amzgear Insulated Travel Mug Coffee Cup with Leakproof Lid Vacuum Insulation Stainless Steel Reusable Flask for Hot Cold Coffee Water and Tea Thermal Mug with Non-Slip Protective Cover 510ml (Blue),,799,"1,599",,,lredirect/picassoRedirect.htm,1,Amazon Prime,,,https://www.amazon.in/s?k=cup
cup,Farkraft Ceramic Tea/Coffee Cup/Mugs (Set of 6 Cups) with Premium Design Excellent for Gifts and Home Decor Tea and Coffee Cup/Mugs (150 ml) 6 Pieces,,379,599,4.1 out of 5 stars,94,lredirect/picassoRedirect.htm,1,,,,https://www.amazon.in/s?k=cup
cup,Creative Colorful Floral Letter White Ceramic Mug (Alphabet J),,199,399,4.3 out of 5 stars,190,lredirect/picassoRedirect.htm,1,,,,https://www.amazon.in/s?k=cup
